,name,year,genre,country,duration,age_limit,budget,director,rating
1896,На крючке! (2011),2011,мелодрама,Россия,86,16 +,3000000,Наталья Углицких,4.9
1897,Нежность (2011),2011,мелодрама,Франция,108,16 +,null,null,6.6
1898,Несносные боссы (2011),2011,комедия,США,98,16 +,35000000,Сет Гордон,6.9
1899,Пастырь (2011),2011,триллер,США,87,16 +,60000000,Скотт Чарльз Стюарт,5.7
1900,Рио (2011),2011,комедия,США,96,12 +,90000000,Карлос Салдана,6.9
1901,Замерзшие (2010),2010,драма,США,93,16 +,null,Адам Грин,6.1
1902,Немыслимое (2010),2010,драма,США,97,18 +,15000000,Грегор Джордан,7.0
1903,Одиночка (2010),2010,боевик,Россия,100,16 +,null,Сергей Щербин,6.9
1904,Отличница легкого поведения (2010),2010,мелодрама,США,92,18 +,8000000,Уилл Глак,7.0
1905,13-й район: Ультиматум (2009),2009,триллер,Франция,101,16 +,null,Патрик Алессандрен,6.5
1906,27 свадеб (2008),2008,мелодрама,США,111,16 +,30000000,Энн Флетчер,6.1
1907,Рестлер (2008),2008,драма,США,105,16 +,6000000,Даррен Аронофски,7.9
1908,Груз 200 (2007),2007,драма,Россия,90,18 +,null,Алексей Балабанов,7.1
1909,Кука (2007),2007,драма,Россия,100,12 +,null,Ярослав Чеважевский,7.0
1910,Лавка чудес (2007),2007,комедия,США,93,12 +,null,Зак Хелм,6.2
1911,Хороший год (2006),2006,драма,США,118,16 +,35000000,Ридли Скотт,6.9
1912,Лысый нянька: Спецзадание (2005),2005,драма,США,95,6 +,56000000,Адам Шенкман,5.6
1913,13-й район (2004),2004,триллер,Франция,85,16 +,null,Пьер Морель,7.1
1914,Волшебная страна (2004),2004,драма,США,97,12 +,25000000,Марк Форстер,7.6
1915,Гнев (2004),2004,драма,США,146,16 +,70000000,Тони Скотт,7.7
1916,Идентификация (2003),2003,драма,США,91,16 +,30000000,Джеймс Мэнголд,7.3
1917,Соблазн (2001),2001,драма,США,118,16 +,42000000,Майкл Кристофер,6.0
1918,Страх и ненависть в Лас-Вегасе (1998),1998,драма,США,118,18 +,18500000,Терри Гиллиам,7.5
1919,Лолита (1997),1997,драма,США,137,18 +,62000000,Эдриан Лайн,6.8
1920,Мама не горюй (1997),1997,комедия,Россия,83,18 +,null,Максим Пежемский,6.8
1921,Нечего терять (1997),1997,комедия,США,98,16 +,25000000,Стив Одекерк,6.7
1923,Каспер (1995),1995,комедия,США,100,6 +,55000000,Брэд Силберлинг,6.2
1924,Сабрина (1995),1995,драма,США,127,12 +,58000000,Сидни Поллак,6.3
1925,Филадельфия (1993),1993,драма,США,125,18 +,26000000,Джонатан Демме,7.7
1926,Мизери (1990),1990,триллер,США,107,16 +,20000000,Роб Райнер,7.8
1927,Голый пистолет (1988),1988,мелодрама,США,85,12 +,null,Дэвид Цукер,7.6
1928,Забытая мелодия для флейты (1987),1987,драма,СССР,134,12 +,null,Эльдар Рязанов,7.5
1929,Беглецы (1986),1986,комедия,Франция,95,12 +,null,Франсис Вебер,7.0
1930,Клуб «Завтрак» (1985),1985,драма,США,97,16 +,null,Джон Хьюз,7.8
1931,Дважды рожденный (1983),1983,драма,СССР,80,12 +,null,Аркадий Сиренко,7.5
1932,Шел четвертый год войны... (1983),1983,драма,СССР,85,12 +,null,Георгий Николаенко,6.3
1933,Рэмбо: Первая кровь (1982),1982,драма,США,93,16 +,14000000,Тед Котчефф,7.7
1934,Берегите женщин (1981),1981,комедия,СССР,120,12 +,null,null,6.6
1935,Бум (1980),1980,драма,Франция,114,12 +,null,Клод Пиното,6.7
1936,"Петровка, 38 (1980)",1980,криминал,СССР,88,12 +,null,Борис Григорьев,6.6
1937,Жандарм и инопланетяне (1979),1979,комедия,Франция,96,12 +,null,Жан Жиро,6.3
1938,Крамер против Крамера (1979),1979,драма,США,105,16 +,null,Роберт Бентон,7.8
1939,Усатый нянь (1977),1977,комедия,СССР,75,0 +,null,Владимир Грамматиков,7.1
1940,Земля Санникова (1973),1973,приключения,СССР,95,0 +,null,null,6.9
1941,Руслан и Людмила (1972),1972,детский,СССР,149,12 +,null,Александр Птушко,7.2
1942,Достояние республики (1971),1971,боевик,СССР,138,12 +,null,Владимир Бычков,7.1
1943,Кот в сапогах (1968),1968,мультфильмы,СССР,17,0 +,null,null,7.1
1945,Снегурочка (1968),1968,детский,СССР,90,12 +,null,Павел Кадочников,6.8
1946,"Фильм, фильм, фильм (1968)",1968,комедия,СССР,20,12 +,null,Федор Хитрук,7.9
1947,Варежка (1967),1967,мультфильмы,СССР,10,0 +,null,Роман Качанов,7.7
1948,Сказка о царе Салтане (1967),1967,приключения,СССР,87,0 +,null,Александр Птушко,7.2
1949,Шайбу! Шайбу! (1964),1964,короткометражный,СССР,21,0 +,null,Борис Дежкин,7.2
1950,Девять дней одного года (1962),1962,драма,СССР,111,0 +,null,Михаил Ромм,7.5
1951,Балтийское небо (1960),1960,военный,СССР,172,12 +,null,Владимир Венгеров,7.2
1952,Манюня: День рождения Ба (2025),2025,комедия,Россия,81,6 +,null,Арман Марутян,5.7
1953,Пророк. История Александра Пушкина (2025),2025,драма,Россия,137,12 +,null,Феликс Умаров,6.1
1954,Иван Царевич и Серый Волк 6 (2024),2024,комедия,Россия,85,6 +,null,null,5.3
1955,Душа (2020),2020,мультфильмы,США,100,6 +,null,Пит Доктер,8.0
1956,В прямом эфире (2019),2019,комедия,США,100,18 +,null,Ниша Ганатра,6.5
1957,Любовницы (2019),2019,комедия,Россия,97,16 +,null,Елена Хазанова,4.7
1958,Терминатор: Темные судьбы (2019),2019,боевик,США,128,16 +,null,Тим Миллер,6.2
1959,Правда или действие (2018),2018,триллер,США,100,16 +,null,Джефф Уодлоу,5.2
1960,"Гуляй, Вася! (2017)",2017,мелодрама,Россия,95,16 +,null,Роман Каримов,6.4
1961,Жили-были (2017),2017,драма,Россия,85,12 +,null,Эдуард Парри,6.5
1962,Матильда (2017),2017,драма,Россия,105,16 +,25000000,Алексей Учитель,5.3
1964,Бен-Гур (2016),2016,драма,США,123,16 +,100000000,Тимур Бекмамбетов,5.7
1966,Любовь не по размеру (2016),2016,мелодрама,Франция,98,18 +,null,Лоран Тирар,6.3
1968,Пит и его дракон (2016),2016,приключения,США,103,6 +,65000000,Дэвид Лоури,6.7
1969,Superнянь 2 (2015),2015,комедия,Франция,93,16 +,null,null,6.4
1970,Кибер (2015),2015,драма,США,133,16 +,70000000,Майкл Манн,5.5
1972,Полтергейст (2015),2015,триллер,США,93,16 +,62000000,Гил Кинан,4.9
1973,Супер Майк XXL (2015),2015,драма,США,115,18 +,14800000,Грегори Джейкобс,5.6
1974,Тренер (2015),2015,драма,США,128,12 +,null,Ники Каро,7.4
1975,"Александр и ужасный, кошмарный, нехороший, очень плохой день (2014)",2014,комедия,США,81,6 +,28000000,Мигель Артета,6.2
1976,Солнечный удар (2014),2014,драма,Россия,175,12 +,21000000,Никита Михалков,5.8
1979,Безумные преподы (2013),2013,комедия,Франция,88,12 +,null,Пьер-Франсуа Мартен-Лаваль,5.2
1980,Забойный реванш (2013),2013,комедия,США,113,12 +,40000000,Питер Сигал,6.4
1981,Несносный дед (2013),2013,комедия,США,102,18 +,15000000,Джефф Треймейн,6.5
1982,Пипец 2 (2013),2013,комедия,США,103,18 +,28000000,Джефф Уодлоу,6.5
1983,Ромео и Джульетта (2013),2013,драма,Италия,118,12 +,null,Карло Карлей,5.8
1985,Медальон (2012),2012,драма,США,95,18 +,35000000,Саймон Уэст,5.5
1986,Сайлент Хилл 2 (2012),2012,ужасы,США,95,16 +,20000000,Майкл Дж. Бассетт,4.9
1987,Стальная бабочка (2012),2012,драма,Россия,100,16 +,null,Ренат Давлетьяров,6.4
1988,Счастливчик (2012),2012,драма,США,101,16 +,25000000,Скотт Хикс,6.4
1989,Главное — не бояться! (2011),2011,драма,США,106,16 +,null,Николь Кэссел,6.2
1990,Запрещенный прием (2011),2011,триллер,США,110,16 +,82000000,Зак Снайдер,6.1
1991,Зеленый Фонарь (2011),2011,триллер,США,114,16 +,200000000,Мартин Кэмпбелл,5.5
1992,Орел Девятого легиона (2011),2011,драма,США,114,12 +,25000000,Кевин МакДональд,6.2
1993,Пункт назначения 5 (2011),2011,триллер,США,95,16 +,40000000,Стивен Куэйл,5.9
1994,Ханна. Совершенное оружие (2011),2011,триллер,США,111,16 +,30000000,Джо Райт,6.7
1995,Как выйти замуж за 3 дня (2010),2010,мелодрама,США,100,16 +,19000000,Ананд Такер,6.4
1996,Кочегар (2010),2010,драма,Россия,87,18 +,null,Алексей Балабанов,6.6
1997,Неоспоримый 3 (2010),2010,драма,США,96,16 +,3000000,Айзек Флорентайн,7.3
1998,Другой мир: Восстание ликанов (2009),2009,триллер,США,92,16 +,35000000,Патрик Татопулос,6.5
1999,Коко до Шанель (2009),2009,драма,Бельгия,105,16 +,23000000,Анн Фонтен,6.6
2000,"День, когда Земля остановилась (2008)",2008,драма,США,100,16 +,80000000,Скотт Дерриксон,5.5
2001,Джодха и Акбар (2008),2008,мелодрама,Индия,213,16 +,null,Ашутош Говарикер,7.5
2002,Дорога перемен (2008),2008,драма,США,119,16 +,35000000,Сэм Мендес,7.3
2003,Запретное царство (2008),2008,мелодрама,США,104,16 +,55000000,Роб Минкофф,6.5
2004,Золото дураков (2008),2008,мелодрама,США,108,16 +,70000000,Энди Теннант,5.7
